station_id,station_name,street,city,state,zip,country,latitude,longitude,network,network_url,access_code,access_hours,facility_type,level1_count,level2_count,dc_fast_count,connector_types,open_date,updated_at
169506,INDUSPADCHARGER STATION 2,46 Stafford St,Lawrence,MA,1841,US,42.716631,-71.182033,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-11-26,2026-05-22T02:12:15Z
169509,SWL SARANAC 1.3,234 Lake Flower Ave,Saranac Lake,NY,12983,US,44.32269,-74.12324,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-11-26,2026-05-22T02:10:58Z
169510,MUNI. PARK. LOT STATION 1,26 Herring Alley,Kutztown,PA,19530,US,40.515849,-75.777217,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-11-26,2026-05-22T02:12:30Z
169525,Montage Health - RR 10 Ragsdale,10 Ragsdale Drive,Monterey,CA,93940,US,36.5777418,-121.8237886,Blink Network,https://blinkcharging.com,public,24 hours daily,,0,1,0,['J1772'],2018-11-15,2026-05-22T00:54:44Z
169526,PLATINUM PARK 2100 ROSS EV,2100 Ross Ave.,Dallas,TX,75201,US,32.787742,-96.798089,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-11-30,2026-05-22T01:36:02Z
169527,RICHMOND VT TOWN CENTER,203 Bridge St,Richmond,VT,5477,US,44.402789,-72.995071,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-11-30,2026-05-22T02:12:28Z
169528,"Walmart 959 (Bushnell, FL)",2163 W C 48,Bushnell,FL,33513,US,28.6668,-82.13859,Electrify America,https://www.electrifyamerica.com,public,24 hours daily,,0,0,4,"['CHADEMO', 'J1772COMBO']",2020-11-30,2026-05-22T04:38:05Z
169529,"BoA Hillsdale CA5-143 (San Mateo, CA)",2900 S El Camino Real,San Mateo,CA,94403,US,37.54004,-122.3029,Electrify America,https://www.electrifyamerica.com,public,24 hours daily,,0,0,4,"['CHADEMO', 'J1772COMBO']",2020-11-30,2026-05-22T04:39:55Z
169530,Salem Oak Vineyards,60 N Railroad Ave,Pedricktown,NJ,8067,US,39.761564,-75.409912,Non-Networked,,public,24 hours daily; for customer use only,BREWERY_DISTILLERY_WINERY,0,1,0,['J1772'],2020-10-31,2026-02-02T23:16:24Z
169532,5th & Spurgeon Parking Garage - Tesla Supercharger,300 East 5th Street,Santa Ana,CA,92701,US,33.748783,-117.865797,Tesla,https://www.tesla.com/supercharger,public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,PARKING_GARAGE,0,0,20,['TESLA'],2020-11-23,2025-05-06T21:07:47Z
169533,Idylwood Plaza - Tesla Supercharger,7501 Leesburg Place,Falls Church,VA,22043,US,38.902531,-77.203257,Tesla,https://www.tesla.com/supercharger,public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,SHOPPING_MALL,0,0,8,['TESLA'],2020-11-23,2025-05-06T21:07:47Z
169534,Public Market - Tesla Supercharger,5959 Shellmound Street,Emeryville,CA,94608,US,37.840281,-122.294041,Tesla,https://www.tesla.com/supercharger,public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,SHOPPING_MALL,0,0,12,['TESLA'],2020-11-23,2025-05-06T21:07:47Z
169535,The Domain - Tesla Supercharger,11410 Century Oaks Terrace,Austin,TX,78758,US,30.402497,-97.724726,Tesla,https://www.tesla.com/supercharger,public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,SHOPPING_MALL,0,0,16,['TESLA'],2020-11-23,2025-05-06T21:07:47Z
169536,Jack London Square Market Garage #4 - Tesla Supercharger,255 2nd Street,Oakland,CA,94607,US,37.794181,-122.272388,Tesla,https://www.tesla.com/supercharger,public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,TRAVEL_CENTER,0,0,12,['TESLA'],2020-11-23,2025-05-06T21:07:47Z
169537,Marketplace at El Paseo - Tesla Supercharger,5001 North Riverside Drive,Fresno,CA,93722,US,36.832117,-119.908476,Tesla,https://www.tesla.com/supercharger,public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,SHOPPING_MALL,0,0,12,['TESLA'],2020-11-23,2025-05-06T21:07:47Z
169546,EZ Trip Travel Center #1275,28577 Avenue 12,Madera,CA,93637,US,36.924196,-120.026783,Non-Networked,,public,24 hours daily,TRAVEL_CENTER,0,0,10,"['CHADEMO', 'J1772COMBO']",2020-11-30,2026-05-18T17:37:50Z
169547,Homewood Suites by Hilton - Lynnwood Seattle Everett,18123 Alderwood Mall Pkwy,Lynnwood,WA,98037,US,47.833778,-122.268338,Non-Networked,,public,24 hours daily; for guest use only; see front desk for access,HOTEL,0,1,0,['J1772'],2020-11-23,2025-02-12T00:16:32Z
169701,United States Postal Service,12 Main St,Essex,CT,6426,US,41.352602,-72.389958,AMPUP,https://ampup.io,public,24 hours daily,MUNI_GOV,0,2,0,['J1772'],2020-12-01,2026-02-02T23:16:24Z
169706,Energy Square,20 Cedar St,Kingston,NY,12401,US,41.928591,-74.004355,AMPUP,https://ampup.io,public,24 hours daily,MULTI_UNIT_DWELLING,0,4,0,['J1772'],2020-12-01,2023-02-14T15:54:11Z
169707,Hilton Garden Inn - Pittsfield,1032 South St,Pittsfield,MA,1201,US,42.408304,-73.265547,AMPUP,https://ampup.io,public,24 hours daily,HOTEL,0,2,0,['J1772'],2020-12-01,2023-02-14T15:54:11Z
169836,Hilton - Tesla Supercharger,2323 Grand Canal Boulevard,Stockton,CA,95207,US,37.984877,-121.336342,Tesla,https://www.tesla.com/supercharger,public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,HOTEL,0,0,12,['TESLA'],2020-11-16,2025-05-06T21:07:47Z
169851,"Imperial Parking- 332-342 E 34th St New York, New York 10016",332-342 E 34th St,New York,NY,10016,US,40.7440113,-73.9741155,Blink Network,https://blinkcharging.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T00:42:54Z
169854,Econolodge Inn & Suites Maingate Central,4669 W Irlo Bronson Memorial Hwy,Kissimmee,FL,34746,US,28.3170451,-81.4686981,Blink Network,https://blinkcharging.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-01,2026-05-22T00:41:23Z
169856,Orleans At Fannin Station station location,1818 Fannin Speedway,Houston,TX,77045,US,29.6600283,-95.4066744,Blink Network,https://blinkcharging.com,public,24 hours daily,,0,5,0,['J1772'],2019-06-07,2026-05-22T00:54:45Z
169858,PV CORP CENTER STATION 1 FLR 4,4803 E Cactus Rd,Scottsdale,AZ,85254,US,33.596549,-111.977082,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:11:16Z
169859,THE LODGE MARKET,3297 17 Mile Dr,Del Monte Forest,CA,93953,US,36.569105,-121.951478,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,0,1,"['CHADEMO', 'J1772COMBO']",2020-12-03,2026-05-22T02:12:35Z
169867,700 NETAPPS B1 STATION 04,3060 Olsen Drive,San Jose,CA,95128,US,37.318931,-121.946635,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T01:43:48Z
169868,700 NETAPPS P5 STATION 03,3060 Olsen Drive,San Jose,CA,95128,US,37.318808,-121.94651,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T01:42:38Z
169869,PEPPERDINE U. VISITOR LOT 1,24255 Pacific Coast Hwy,Malibu,CA,90263,US,34.039359,-118.706456,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T01:31:32Z
169870,FPL EVOLUTION BOCARATONCITY2,135 NW 2nd Ave,Boca Raton,FL,33432,US,26.35195,-80.089974,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:12:18Z
169871,FPL EVOLUTION BOCARATONCITY1,Spanish River Blvd,Boca Raton,FL,33431,US,26.387376,-80.113585,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:12:18Z
169873,FPL EVOLUTION BOCARATONCITY3,568 NW Crane Terrace,Boca Raton,FL,33432,US,26.354818,-80.088955,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:12:14Z
169874,MAVERIK NORTHWOOD DCFC2,820 County Rte 105,Northwood,IA,50459,US,43.445091,-93.35553,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,0,1,"['CHADEMO', 'J1772COMBO']",2020-12-03,2026-05-22T02:11:41Z
169875,COUNTY COMPLEX ORLEANS COURT,237 Rock Harbor Rd,Orleans,MA,2653,US,41.79915,-69.9882,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:12:39Z
169878,HENNEPIN COUNTY AUGSBURG PARK,7100 Nicollet Ave,Minneapolis,MN,55423,US,44.873424,-93.278995,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:11:12Z
169879,GOLDEN ARROW GOLDEN 1.2,2559 Main St,Lake Placid,NY,12946,US,44.286465,-73.984314,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:11:01Z
169880,STATION 4TH FL MOTORGATE #1,688 Main St,New York,NY,10044,US,40.764429,-73.946793,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:10:43Z
169881,DEMCO TRUHILTONCHARGE,3512 NY-434,Vestal,NY,13850,US,42.096362,-75.987614,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:03:17Z
169883,BROOKFIELD PROP 1600 SMITH,383 Ruthven St,Houston,TX,77002,US,29.755268,-95.37281,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:12:49Z
169884,SEDONA RANCH SR-1,17655 Henderson Pass,San Antonio,TX,78232,US,29.603402,-98.463309,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:12:41Z
169885,ESTATESNW EN-1,17645 Henderson Pass,San Antonio,TX,78232,US,29.602498,-98.461069,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:12:40Z
169886,CUSHWAKE 701 JEFFERSON,1700 Louisiana St,Houston,TX,77002,US,29.752687,-95.371544,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:12:13Z
169887,MB PLANO DC STATION #1,6455 Dallas Pkwy,Plano,TX,75024,US,33.061901,-96.828381,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:05:49Z
169888,WRIGHT HOMES STATION #2,527 Pioneer Rd,Draper,UT,84020,US,40.525585,-111.87667,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:10:44Z
169889,BALDWIN SUBWAY BALDWIN SUBWAY,630 Baldwin Plaza Drive,Baldwin,WI,54002,US,44.939605,-92.370884,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:12:34Z
169890,UW LOT 76,Marsh & Lot 76 (WB),Madison,WI,53705,US,43.079247,-89.42891,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:12:21Z
169892,UW LOT 46,324 N Lake St,Madison,WI,53715,US,43.07255,-89.39749,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:11:36Z
169893,UW LOT 83,314 N Frances St,Madison,WI,53703,US,43.072857,-89.39595,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-03,2026-05-22T02:11:10Z
169899,AVENTINE APTS EV SPC 3 & 4,22501 Chase,Aliso Viejo,CA,92656,US,33.580076,-117.73951,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-04,2026-05-22T02:03:25Z
169903,HIEX DELAND STATION 1,180 Fenway dr,DeLand,FL,32724,US,28.988595,-81.298928,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-04,2026-05-22T02:10:59Z
169904,FOREST STATION 004,800 Forest Street,Jacksonville,FL,32204,US,30.321346,-81.676818,ChargePoint Network,https://www.chargepoint.com,public,"Mon: 12:00am-3:30am, 6:00pm-11:59pm; Tue: 12:00am-3:30am, 6:00pm-11:59pm; Wed: 12:00am-3:30am, 6:00pm-11:59pm; Thu: 12:00am-3:30am, 6:00pm-11:59pm; Fri: 12:00am-3:30am, 6:00pm-11:59pm; Sat: 12:00am-11:59pm; Sun: 12:00am-11:59pm",,0,2,0,['J1772'],2020-12-04,2026-05-22T02:09:55Z
169905,GR. LAWRENCE GRL6,43 River Rd,Andover,MA,1810,US,42.691048,-71.19431,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-04,2026-05-22T02:12:57Z
169907,854ELLICOTT 589 ELLICOTT 7,589 Ellicott St,Buffalo,NY,14203,US,42.89578,-78.868307,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-04,2026-05-22T02:14:22Z
169908,854ELLICOTT 134 HIGH ST 6,134 High St,Buffalo,NY,14203,US,42.901003,-78.863841,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-04,2026-05-22T02:12:17Z
169909,854ELLICOTT 134 HIGH ST 3,134 High St,Buffalo,NY,14203,US,42.900863,-78.86391,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-04,2026-05-22T02:12:21Z
169910,854ELLICOTT 134 HIGH ST 10,134 High St,Buffalo,NY,14203,US,42.901008,-78.863625,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-04,2026-05-22T02:12:17Z
169911,BEST WESTERN PL BEST 1.1,6605 Old Collamer Rd S,East Syracuse,NY,13057,US,43.090446,-76.08658,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-04,2026-05-22T02:11:15Z
169912,VISTA DEL NORTE VDN - 1,12854 Vista Del Norte,San Antonio,TX,78216,US,29.561943,-98.509166,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-04,2026-05-22T02:13:04Z
169913,WESTOVER HILLS VWH - 1,1818 Rogers Rd,San Antonio,TX,78251,US,29.45132,-98.679162,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-04,2026-05-22T02:12:42Z
169914,WYNDHAMELP WYNDHAM 1,2027 AIRWAY BLVD,EL PASO,TX,79925,US,31.796476,-106.396836,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-04,2026-05-22T02:12:32Z
169915,AUSTIN DOT PDC EV #3,6310 Wilhelmina Delco Drive,Austin,TX,78752,US,30.32592,-97.708895,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-04,2026-05-22T02:02:06Z
169916,"Garberville-One LogHouse (Garberville, CA)",705 US 101,Garberville,CA,95542,US,40.0098,-123.79011,Electrify America,https://www.electrifyamerica.com,public,24 hours daily,,0,0,4,['J1772COMBO'],2020-12-04,2026-05-22T04:37:42Z
169934,Sharp Healthcare at Santee - W Parking,8701 Cuyamaca Street,Santee,CA,92071,US,32.8344,-116.983376,Blink Network,https://blinkcharging.com,public,24 hours daily,,0,8,0,['J1772'],2020-10-14,2026-05-22T00:12:25Z
169939,Legacy at Firetower,611 Legacy Ct,Winterville,NC,28590,US,35.5521005,-77.3707543,Blink Network,https://blinkcharging.com,public,24 hours daily,,0,2,0,['J1772'],2020-06-09,2026-05-22T00:57:55Z
169943,"FOOTHILL-DEANZA STATION #1, #2",12345 El Monte Rd,Los Altos Hills,CA,94022,US,37.360118,-122.130649,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-05,2026-05-22T02:12:39Z
169944,TOWN OF FRASER LIONS PONDS,575 Zerex St,Fraser,CO,80442,US,39.943184,-105.809816,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,0,1,"['CHADEMO', 'J1772COMBO']",2020-12-05,2026-05-22T02:06:16Z
169945,TCR TOWNE EV STATION 3,12 California  ave,Albany,NY,12205,US,42.704114,-73.81374,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-05,2026-05-22T02:13:10Z
169946,TCR TOWERS EV STATION 3,422 Sand Creek Rd,Albany,NY,12205,US,42.711889,-73.809738,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-05,2026-05-22T02:13:09Z
169947,"Walmart 1773 (Newport News, VA)",12401 Jefferson Ave.,Newport News,VA,23602,US,37.11959,-76.50742,Electrify America,https://www.electrifyamerica.com,public,24 hours daily,,0,0,10,"['CHADEMO', 'J1772COMBO']",2020-12-05,2026-05-22T04:38:11Z
169948,"Walmart 2152 (Albany, NY)",141 Washington Ave. EXT,Albany,NY,12205,US,42.69454,-73.84832,Electrify America,https://www.electrifyamerica.com,public,24 hours daily,,0,0,6,['J1772COMBO'],2020-12-05,2026-05-22T04:38:12Z
169949,"Simon Smith Haven Mall (Lake Grove, NY)",313 SMITH HAVEN MALL,Lake Grove,NY,11755,US,40.86245,-73.12875,Electrify America,https://www.electrifyamerica.com,public,24 hours daily,,0,1,3,"['J1772', 'J1772COMBO']",2020-12-05,2026-05-22T04:41:05Z
169951,Vibe Master Home Owner Association,190 Vibe Way,Palm Springs,CA,92262,US,33.820527,-116.515217,Blink Network,https://blinkcharging.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-05,2026-05-22T00:46:44Z
169954,GEORGIA POWER COLUMBUS DC2,3103 Gentian Blvd,Columbus,GA,31907,US,32.506032,-84.94138,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,0,1,"['CHADEMO', 'J1772COMBO']",2020-12-06,2026-05-22T02:10:38Z
169957,ARCH DENTAL STA STATION 1,451 W Lincoln Ave,Madison Heights,MI,48071,US,42.483126,-83.109511,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-07,2026-05-22T02:12:46Z
169958,"Walmart 5154 (Rosemead, CA)",1827 Walnut Grove Ave,Rosemead,CA,91770,US,34.0509,-118.08359,Electrify America,https://www.electrifyamerica.com,public,24 hours daily,,0,0,4,['J1772COMBO'],2020-12-07,2026-05-22T04:37:01Z
169963,Hannibal Square,602 W New England Ave,Winter Park,FL,32789,US,28.595779,-81.35737,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,MUSEUM,0,2,0,['J1772'],2020-11-30,2026-02-02T23:16:24Z
169964,Dakota Crossing - Tesla Supercharger,2438 Market Street NE,Washington,DC,20018,US,38.922189,-76.953047,Tesla,https://www.tesla.com/supercharger,public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,SHOPPING_MALL,0,0,12,['TESLA'],2012-11-30,2025-05-06T21:07:47Z
169965,Target - Tesla Supercharger,6705 Camino Arroyo,Gilroy,CA,95020,US,37.001203,-121.554056,Tesla,https://www.tesla.com/supercharger,public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,SHOPPING_CENTER,0,0,12,['TESLA'],2012-11-30,2025-05-06T21:07:47Z
169966,Orange Tree Square Shopping Center - Tesla Supercharger,5406 Walnut Avenue,Irvine,CA,92604,US,33.689788,-117.769036,Tesla,https://www.tesla.com/supercharger,public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,SHOPPING_MALL,0,0,8,['TESLA'],2012-11-30,2025-05-06T21:07:47Z
169967,THE LODGE MARKET 2,1700 17 Mile Dr,Del Monte Forest,CA,93953,US,36.568399,-121.951453,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-08,2026-05-22T02:13:13Z
169971,LIBERTY ASSET STATION 1,16635 N Idaho Center Blvd,Nampa,ID,83687,US,43.614519,-116.514187,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-08,2026-05-22T02:09:48Z
169972,FPDWC STATION 1,501 E Romeo Rd,Romeoville,IL,60446,US,41.640037,-88.069976,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-08,2026-05-22T02:12:14Z
169974,MCDOT-PARKING GARAGE 13-3,11219 Grandview Ave,Wheaton,MD,20902,US,39.03906,-77.05225,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-08,2026-05-22T02:12:31Z
169976,LANDMARK ALBANY LANDMARK ALBANY,100 Sandidge Way,Albany,NY,12203,US,42.687836,-73.83313,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-08,2026-05-22T02:13:05Z
169979,PRAIRIE DU SAC WATER ST LOT,500 Water Street,Prairie du Sac,WI,53578,US,43.290874,-89.72052,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-08,2026-05-22T02:11:39Z
169989,Union Bank Tower - D Level,407 SW Broadway,Portland,OR,97205,US,45.52138,-122.67861,OpConnect,https://opconnect-ev.com,public,24 hours daily,,0,4,0,['J1772'],2020-12-08,2026-05-22T04:45:55Z
169990,Port of Richmond,1322 Canal Blvd,Richmond,CA,94804,US,37.90537392873854,-122.3649674214441,Blink Network,https://blinkcharging.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-08,2026-05-22T00:10:35Z
169991,Wendover Axcess Apartments,1501 CH Brandonshire Court,Greensboro,NC,27409,US,36.051395,-79.909511,Blink Network,https://blinkcharging.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-08,2026-05-22T00:17:26Z
169995,PALO ALTO CA SHERMAN 2,350 Sherman Ave,Palo Alto,CA,94306,US,37.426537,-122.143338,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,1,0,['J1772'],2020-12-09,2026-05-22T02:12:27Z
169996,ALEXAN KENDRY STATION 2,4825 Cypress St,Montclair,CA,91763,US,34.091435,-117.698988,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,1,0,['J1772'],2020-12-09,2026-05-22T02:12:15Z
169997,GEORGIA POWER UNION CITY DC2,6781 Londonderry Way,Union City,GA,30291,US,33.570117,-84.5383,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,0,1,"['CHADEMO', 'J1772COMBO']",2020-12-09,2026-05-22T02:13:13Z
169998,ANNEX EVCS BLAINE COUNTY 1,219 S 1st Ave,Hailey,ID,83333,US,43.518192,-114.313457,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,0,1,"['CHADEMO', 'J1772COMBO']",2020-12-09,2026-05-22T02:07:00Z
170000,POTOMAC EDISON OAKLAND,108 E Oak St,Oakland,MD,21550,US,39.408137,-79.409091,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-09,2026-05-22T02:13:15Z
170001,TOWN OF ERVING LIBRARY 1,2 Care Dr,Erving,MA,1344,US,42.590123,-72.482841,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,1,0,['J1772'],2020-12-09,2026-05-22T01:55:05Z
170006,CHERRY RIDGE STATION 1,22097 Cherry Ridge Rd,New Plymouth,OH,45654,US,39.406986,-82.406333,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-09,2026-05-22T02:11:26Z
170007,"Walmart 2233 (Frederick, MD)",7400 GUILFORD DR,Frederick,MD,21704,US,39.39557,-77.40949,Electrify America,https://www.electrifyamerica.com,public,24 hours daily,,0,0,4,['J1772COMBO'],2020-12-09,2026-05-22T04:38:52Z
170012,Sharp Healthcare at Santee - E Parking,8701 Cuyamaca Street,Santee,CA,92071,US,32.834532,-116.981799,Blink Network,https://blinkcharging.com,public,24 hours daily,,0,8,0,['J1772'],2020-10-14,2026-05-22T00:12:25Z
170013,Sharp Healthcare at Santee - SE Parking,8701 Cuyamaca Street,Santee,CA,92071,US,32.834052,-116.981975,Blink Network,https://blinkcharging.com,public,24 hours daily,,0,4,0,['J1772'],2020-10-14,2026-05-22T00:14:05Z
170014,Sharp Healthcare at Santee - NW Parking,8701 Cuyamaca Street,Santee,CA,92071,US,32.834742,-116.983287,Blink Network,https://blinkcharging.com,public,24 hours daily,,0,8,0,['J1772'],2020-10-14,2026-05-22T00:12:25Z
170018,City of Fairfax City Hall,10455 Armstrong Street,Fairfax,VA,22030,US,38.8407875,-77.3082469,Blink Network,https://blinkcharging.com,public,24 hours daily,,0,2,0,['J1772'],2020-05-26,2026-05-22T00:57:56Z
170019,PALO ALTO CA SHERMAN 7,358 Sherman Ave,Palo Alto,CA,94306,US,37.426656,-122.143414,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-10,2026-05-22T02:11:54Z
170020,BVSD EDC WEST LOT,6500 Arapahoe Avenue,Boulder,CO,80303,US,40.013634,-105.202156,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-10,2026-05-22T02:13:07Z
170023,TOZER STATION 4,30 Tozer Rd,Beverly,MA,1915,US,42.573367,-70.883481,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-10,2026-05-22T02:12:56Z
170024,TOZER STATION 2,30 Tozer Rd,Beverly,MA,1915,US,42.573469,-70.883522,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-10,2026-05-22T02:12:48Z
170025,TOWN  DARTMOUTH NORTH LIBRARY,211 Cross Rd,Dartmouth,MA,2747,US,41.646854,-71.0079,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-10,2026-05-22T01:57:23Z
170026,NPPD EV STATION NPPD SCTSBLF L2,515 1st Ave,Scottsbluff,NE,69361,US,41.853686,-103.660267,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-10,2026-05-22T02:12:42Z
170029,HWS COLLEGES MEDBERY LOT,311 Pulteney St,Geneva,NY,14456,US,42.86009,-76.984375,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-10,2026-05-22T01:31:31Z
170034,"Tradewinds SC (Key Largo, FL)",101499 Overseas Hwy,Key Largo,FL,33037,US,25.11364,-80.42166,Electrify America,https://www.electrifyamerica.com,public,24 hours daily,,0,0,4,"['CHADEMO', 'J1772COMBO']",2020-12-10,2026-05-22T04:37:44Z
170052,Dunkin Donuts - Matamoras,103 Strand St,Matamoras,PA,18336,US,41.352782,-74.72758,Blink Network,https://blinkcharging.com,public,24 hours daily,,0,2,0,['J1772'],2020-12-10,2026-05-22T00:37:40Z
