station_name,street_address,city,state,zip_code,latitude,longitude,access_code,facility_type,network,connector_types,level1_count,level2_count,dc_fast_count,pricing,hours,date_last_confirmed,updated_at
2400 FENTON STATION 1,2420 Fenton St,Chula Vista,CA,91914,32.652072,-116.960386,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:02:09Z
RAMONA SHOPPING SUNVALLEY #1,1312-1314 CA-67,Ramona,CA,92065,33.038995,-116.873771,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:02:02Z
BROADWAY MGT 1516 OAK,1516 Oak St,Alameda,CA,94501,37.766536,-122.24265,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:02:02Z
CONTRA COSTA CO HSD 2400 IT,2400 Bisso Ln,Concord,CA,94520,37.984102,-122.045693,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:02:02Z
UCSD CP-MES NUEV 1-1,3809 Miramar Street,La Jolla,CA,92037,32.875507,-117.223675,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:02:01Z
ATRIUM PS ATRIUM 01,18925 Bardeen Ave,Irvine,CA,92612,33.670082,-117.857103,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:58Z
CORPORATE YARD CIVIC CENTER 3,11338 Bullis Rd,Lynwood,CA,90262,33.926437,-118.199694,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:55Z
IRVINE  CO  OFC WWG I L3 01,11111 Santa Monica Blvd,Los Angeles,CA,90025,34.048887,-118.445649,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:55Z
PMH CHARGEPOINT 1801 STATION 2,1801 Page Mill Rd,Palo Alto,CA,94304,37.407694,-122.154126,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:54Z
PMH CHARGEPOINT 1881 STATION 2,1881 Page Mill Rd,Palo Alto,CA,94304,37.40644,-122.154478,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:54Z
DAYSINN CHARGER DAYS INN 2,1590 Coolwater Ln,Barstow,CA,92311,34.890711,-117.003371,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:54Z
CVC CNTR GARAGE NEWPORT COAST 1,6401 San Joaquin Hills Rd,Newport Beach,CA,92657,33.608855,-117.826898,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:52Z
CVC CNTR GARAGE MARINA PARK,1600 W Balboa Blvd,Newport Beach,CA,92663,33.607821,-117.923002,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:52Z
CVC CNTR GARAGE OASIS CENTER,801 Narcissus Ave,Newport Beach,CA,92625,33.599874,-117.866517,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:51Z
AUXILIARY LOT CAPRI LAGUNA 1,1300-1398 Gaviota Dr,Laguna Beach,CA,92651,33.531895,-117.775547,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:51Z
UCSD CP-CALA 1,3869 Miramar Street,La Jolla,CA,92037,32.87572,-117.222714,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:50Z
HIE LOMA LINDA REDLANDS 1,25222 Redlands Blvd,Loma Linda,CA,92354,34.06447,-117.254042,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:49Z
CORPORATE YARD CIVIC CENTER 1,11338-11348 Bullis Rd,Lynwood,CA,90262,33.926319,-118.199741,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:49Z
MUNICIPAL REC PARK,16400 Brookhurst street,Fountain Valley,CA,92708,33.723342,-117.954221,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:47Z
CNTYOFRIVERSIDE RUHS-#6,26552 Cactus Ave,Moreno Valley,CA,92555,33.911211,-117.197838,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:29:16Z
MUNICIPAL CITY HALL WEST,10200 Slater Ave,Fountain Valley,CA,92708,33.708549,-117.951223,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:47Z
CAISO LOC EV #3,500 Business Park Dr,Lincoln,CA,95648,38.901433,-121.335164,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T01:01:46Z
LAFAYETTE EV RISA 2 AND 3,3800 Mt Diablo Blvd,Lafayette,CA,94549,37.888196,-122.135167,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:44Z
ORCHARD PARKING STATION 2,23803 McBean Pkwy,Santa Clarita,CA,91355,34.397213,-118.552805,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:42Z
10557TH STATION 1,1055 W 7th St,Los Angeles,CA,90017,34.050837,-118.263032,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:41Z
OPTERRA SIMI VALLEY 2,3901 Alamo St,Simi Valley,CA,93063,34.287161,-118.720276,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:40Z
OPTERRA SIMI VALLEY 1,3900 Avenida Simi,Simi Valley,CA,93063,34.289244,-118.721001,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:40Z
CYEC STATION 01,141 Magnolia Ave,El Cajon,CA,92020,32.796134,-116.961324,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:37Z
WEST SACRAMENTO STATION 2,900 Bridge St,West Sacramento,CA,95691,38.57675,-121.516112,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:37Z
WEST SACRAMENTO STATION 1,900 Bridge St,West Sacramento,CA,95691,38.576783,-121.516179,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:37Z
ROSEVILLE MAHANY 1,1545 Pleasant Grove Blvd,Roseville,CA,95747,38.767973,-121.331502,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:36Z
CCSF SFMTA ELLIS 1,123 O'Farrell,San Francisco,CA,94102,37.785976,-122.407309,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:35Z
FREMONT EV CAPITOL AVE #12,3300 Capitol Ave,Fremont,CA,94538,37.552143,-121.983053,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:32Z
FREMONT EV CAPITOL AVE #14,3168-3250 Capitol Ave,Fremont,CA,94538,37.552903,-121.982444,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:32Z
SSEWER GOETHE 01,10060 Goethe Rd,Sacramento,CA,95827,38.55123,-121.331897,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:32Z
FREMONT EV CAPITOL AVE #10,3423-3499 Capitol Ave,Fremont,CA,94538,37.551013,-121.984213,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:31Z
MERGE #1,5550 Carmel Mountain Rd,San Diego,CA,92130,32.928969,-117.197395,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:30Z
CAR CHARGER CVS EV1 STATION,6877 Sebastopol Ave,Sebastopol,CA,95472,38.40172,-122.821771,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:29Z
FREMONT EV CAPITOL AVE #08,3535-3563 Capitol Ave,Fremont,CA,94538,37.550821,-121.984339,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:29Z
FREMONT EV CAPITOL AVE #15,3051-3137 Capitol Ave,Fremont,CA,94538,37.553186,-121.982488,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:28Z
FREMONT EV CAPITOL AVE #09,3426-3482 Capitol Ave,Fremont,CA,94538,37.550897,-121.984043,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:28Z
FREMONT EV CAPITOL AVE #07,3500-3562 Capitol Ave,Fremont,CA,94538,37.550656,-121.984258,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:28Z
FREMONT EV CAPITOL AVE #11,3359-3399 Capitol Ave,Fremont,CA,94538,37.551868,-121.983568,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:28Z
FREMONT EV CAPITOL AVE #13,3139-3193 Capitol Ave,Fremont,CA,94538,37.55287,-121.982739,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:27Z
PARK PLACE 5 L2 EV A,1100 Park Pl Basement Garage,San Mateo,CA,94403,37.545095,-122.290985,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:27Z
UDR VERVE 3,1984 El Camino Real,Mountain View,CA,94040,37.395435,-122.098453,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:26Z
JOHN MUIR HLTH 1400 JMH #1,1400 Treat Blvd,Walnut Creek,CA,94597,37.925971,-122.053929,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:26Z
RAMONA SHOPPING TOWN & COUNTRY,30240 CA-78,Santa Ysabel,CA,92070,33.109323,-116.674964,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:26Z
EMBARCADERO LOT FCCPA STATION,1985 Louis Rd,Palo Alto,CA,94303,37.444574,-122.132946,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:25Z
ESSEX CENTURY TOWER3,1729 N 1st St,San Jose,CA,95112,37.367649,-121.915048,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:25Z
CNTYOFRIVERSIDE RIVERSIDE CAC 3,4080 lemon street,Riverside,CA,92501,33.977202,-117.373712,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:24Z
VALET 2ND FLOOR 2,1300 Athens Ave,Lincoln,CA,95648,38.839555,-121.3175,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:24Z
CNTYOFRIVERSIDE 12TH ST PRKNG#4,3535 12th St,Riverside,CA,92501,33.977501,-117.375172,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:24Z
ESSEX HACIENDA LAKE 2,4492-4496 Hacienda Dr,Pleasanton,CA,94588,37.696642,-121.893531,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:23Z
STUDIO BNC,"4050 Lankershim Blvd, Studio City, CA 91604",Universal City,CA,91608,34.142358,-118.358434,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:22Z
TOWN CENTER STATION 02,1000 Town Center Dr,Oxnard,CA,93036,34.243069,-119.181688,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:21Z
UCSD CP-MES NUEV 1-3,3809 Miramar Street,La Jolla,CA,92037,32.875514,-117.223879,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T01:01:19Z
HIE LOMA LINDA REDLANDS 2,10368 Richardson St,Loma Linda,CA,92354,34.064371,-117.25408,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T01:01:19Z
UDR VERVE 2,1984 W El Camino Real,Mountain View,CA,94040,37.39537,-122.099084,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T01:01:19Z
STUDIO 2160-STATION 06,2160 Parking Garage,Universal City,CA,91608,34.1426,-118.359305,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:18Z
PALO ALTO CA HIGH #2,528 High St,Palo Alto,CA,94301,37.443343,-122.163232,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:17Z
STUDIO 1360-STATION 06,1360 Parking Garage,Universal City,CA,91608,34.139,-118.360628,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:16Z
STUDIO 4250-STATION 03,515-699 James Stewart Ave,Universal City,CA,91602,34.141579,-118.353237,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:16Z
MERGE #3,5500 Carmel Mountain Rd,San Diego,CA,92130,32.928804,-117.197655,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:16Z
SONOMA STATE LOT D SINGLE,Vine St,Rohnert Park,CA,94928,38.338817,-122.676394,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T01:01:07Z
CNTYOFRIVERSIDE RIVERSIDE CTR 2,3403 10th street,Riverside,CA,92501,33.979134,-117.372884,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:06Z
CITY OF DOWNEY LIBRARY,11121 Brookshire Ave,Downey,CA,90241,33.94004,-118.129056,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:05Z
CITY OF DOWNEY CITY HALL 1,11111 Brookshire Ave,Downey,CA,90241,33.940803,-118.129217,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:05Z
CITY OF DOWNEY BARBARARILEY,12544 Rives Ave,Downey,CA,90242,33.928035,-118.154235,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:05Z
PARK PLACE PS5 STATION 2,3377 Michelson Dr,Irvine,CA,92612,33.67084,-117.839704,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:28Z
AMADORPLAZA PLAZA_1,6670 Amador Plaza Rd,Dublin,CA,94568,37.701791,-121.926071,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:01:03Z
G1A P1B,2600 Shattuck Ave,Berkeley,CA,94704,37.86158,-122.267518,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T01:00:58Z
ESSEX HACIENDA-3,4480 Hacienda Dr,Pleasanton,CA,94588,37.696289,-121.893968,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T01:00:57Z
VALLEY FAIR WINCHESTER 2,2400 Forest Ave,San Jose,CA,95128,37.326219,-121.947232,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:52Z
CIVIC CENTER CIVICCENTER1,14123 All American Way,Westminster,CA,92683,33.756426,-117.98557,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:49Z
FREEWAY STATION 02,2659 Townsgate Rd,Westlake Village,CA,91361,34.156674,-118.827684,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:48Z
ESSEX HACIENDA-2,4490 Hacienda Dr,Pleasanton,CA,94588,37.696385,-121.893901,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:46Z
HOAG HOSPITAL STATION 1,16200 Sand Canyon Ave,Irvine,CA,92618,33.66123,-117.771265,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:44Z
ESSEX HACIENDA LAKE 1,4234 Hacienda Dr,Pleasanton,CA,94588,37.696673,-121.893474,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:44Z
C3 STATION 03,5701 Hannum Ave,Culver City,CA,90230,33.98811,-118.385685,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:42Z
C3 STATION 11,5701 Hannum Ave,Culver City,CA,90230,33.987846,-118.38532,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:41Z
C3 STATION 12,5701 Hannum Ave,Culver City,CA,90230,33.987902,-118.385402,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:41Z
PLAZA STATION 01,100 Thousand Oaks Blvd,Thousand Oaks,CA,91360,34.178506,-118.874318,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:40Z
ADOBE SAN JOSE WT5 #1,345 Park Ave,San Jose,CA,95110,37.330755,-121.894407,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:36Z
LAFAYETTE EV OAK HILL 1,3566 Mt. Diablo blvd,Lafayette,CA,94549,37.892042,-122.120578,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T01:00:35Z
RICHMOND FAMILY JUSTICE,256 24th St,Richmond,CA,94804,37.934811,-122.346079,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T01:00:35Z
WELCOME CENTER RIVER ISLANDS,301 Stewart Rd,Lathrop,CA,95330,37.788366,-121.309828,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:33Z
CITY OF OAKLAND FRANK OGAWA3,250 Frank H Ogawa Plaza Parking Level P2,Oakland,CA,94612,37.806188,-122.272338,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:32Z
PARKING STR STATION 3,3235 Hutchison Ave,Los Angeles,CA,90034,34.030531,-118.383828,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:32Z
CLPCCD LPC LOT A ST 3,3000 Campus Hill Dr Parking Lot A,Livermore,CA,94551,37.710053,-121.803627,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:31Z
CITY HALL CHARGER 2,14177 Frederick St.,Moreno Valley,CA,92553,33.91474,-117.262395,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:30Z
1240-1250 AZUSA STARBUCKS,1250 W Foothill Blvd,Azusa,CA,91702,34.133208,-117.92672,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:29Z
OCS STATION 01,770 The City Dr S,Orange,CA,92868,33.775477,-117.892926,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:26Z
THE EXCHANGE 900 THE EXCHANG,900 Larkspur Landing Cir,Larkspur,CA,94939,37.948882,-122.509812,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:25Z
THE EXCHANGE THE EXCHANGE 70,700 Larkspur Landing Cir,Larkspur,CA,94939,37.948533,-122.511292,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:25Z
SONOMA STATE LOT L SINGLE,Redwood Cir,Santa Rosa,CA,95404,38.343545,-122.670878,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T01:00:22Z
ALAMEDA PARKING AZUSAEVPARKING2,801 N Alameda Ave,Azusa,CA,91702,34.136466,-117.90669,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:21Z
HUNTINGTONBEACH RV LOT 1,21203 Pacific Coast Hwy,Huntington Beach,CA,92648,33.654108,-117.99782,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:44Z
UC RIVERSIDE LOT9 STATION 2,Lot 9,Riverside,CA,92507,33.971033,-117.322525,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:21Z
UC RIVERSIDE LOT 15 STAT 2,N Campus Dr,Riverside,CA,92507,33.976059,-117.324543,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:21Z
ESSEX VILLA GRANADA 1,3595 Granada Ave,Santa Clara,CA,95051,37.349901,-121.994888,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:18Z
PAS CHARGEPOINT PA SQUARE 2C,3000 El Camino Real,Palo Alto,CA,94306,37.420301,-122.141243,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:16Z
PAS CHARGEPOINT PA SQUARE 1A,5 Palo Alto Square,Palo Alto,CA,94306,37.420514,-122.141108,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:16Z
ETC ONE HUNDRED STATION 2,100 Enterprise Way,Scotts Valley,CA,95066,37.063686,-122.002019,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:16Z
PUBLIC HGCDD02,21795-21899 Pioneer Blvd,Hawaiian Gardens,CA,90715,33.83039,-118.082449,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:15Z
ROBLE ROBLE LL1-1,373 Santa Teresa St,Stanford,CA,94305,37.426334,-122.175577,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:13Z
ROBLE ROBLE LL1-11,287 Santa Teresa St,Stanford,CA,94305,37.426472,-122.176082,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:01Z
MOFFETT MOFFETT,101-199 Stierlin Rd,Mountain View,CA,94043,37.396121,-122.077882,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T01:00:09Z
AVA LITTLE TOKYO 1,236 S Los Angeles St,Los Angeles,CA,90012,34.049281,-118.243911,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:00:05Z
SARATOGA CITY LIBRARY LEVEL 2,13650 Saratoga Ave,Saratoga,CA,95070,37.270174,-122.015743,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:10:28Z
VTA BERRYESSA 1,925 Berryessa Station Way Parking Structure,San Jose,CA,95133,37.36691,-121.873819,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:58Z
VTA MILPITAS 14,1755 S. Milpitas Boulevard Parking Structure,Milpitas,CA,95035,37.41078,-121.89044,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:57Z
VTA MILPITAS 6,700 Montague Expy,Milpitas,CA,95035,37.410806,-121.890043,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:57Z
BEVERLY HILLS 450 N CRESCENT1,450 N Crescent Dr,Beverly Hills,CA,90210,34.07304,-118.401338,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:51Z
PARK AND RIDE CALABASAS 1,23577 Calabasas Rd,Calabasas,CA,91302,34.157251,-118.64124,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:50Z
MAGIC PARKING DLH 05 ADA,1500 S Walnut St,Anaheim,CA,92802,33.810457,-117.928001,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:49Z
TOPANGA STATION 8,6600 Topanga Canyon Blvd,Los Angeles,CA,91303,34.189265,-118.601848,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:49Z
TOPANGA STATION 7,6600 Topanga Canyon Blvd,Los Angeles,CA,91303,34.189223,-118.601894,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:48Z
PARK PLACE PS3 STATION 6,3171 Michelson Dr,Irvine,CA,92612,33.674629,-117.841476,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:48Z
DGS VISTA COURTS 1,County Complex,Vista,CA,92081,33.191605,-117.254754,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:47Z
HPD HFD PD WEST,Fuller Way,Hanford,CA,93230,36.329713,-119.64716,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:46Z
HUNTINGTONBEACH PIER PLAZA 1,1128 Pacific Coast Hwy,Huntington Beach,CA,92648,33.65738,-118.002931,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:46Z
DUAL CHARGER A EV 3 AND 4,55 S Lake Ave,Pasadena,CA,91101,34.14519,-118.133161,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:45Z
HUNTINGTONBEACH BELLA TERRA 1,7777 Edinger Ave,Huntington Beach,CA,92647,33.732799,-117.994281,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:44Z
HUNTINGTONBEACH MAIN STREET 1,200 Main St,Huntington Beach,CA,92648,33.658593,-118.000251,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:44Z
HUNTINGTONBEACH CITY HALL 1,333 Union Ave,Huntington Beach,CA,92648,33.678488,-117.999289,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:43Z
BEVERLY HILLS 471 S ROXBURY 1,471 S Roxbury Dr,Beverly Hills,CA,90212,34.057039,-118.406483,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:43Z
MUNICIPAL SENIOR CENTER 1,17967 Bushard St,Fountain Valley,CA,92708,33.702148,-117.963647,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:39Z
MUNICIPAL TENNIS COURTS,16272 Brookhurst St,Fountain Valley,CA,92708,33.726695,-117.953282,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:39Z
EVSP WEST HOLLY PLUMMER PARK 1,1140 N Vista St,West Hollywood,CA,90046,34.09205,-118.351238,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:39Z
